Date,Exhibition,10.00 - 11.00,11.00 - 12.00,12.00 - 13.00,13.00 - 14.00,14.00 - 15.00,15.00 - 16.00,16.00 - 17.00,17.00 - 20.00,Total
08/10/2003,Bonvicini Evans,0,0,10,10,7.5,7.5,8,13,56
07/10/2003,Bonvicini Evans,0,0,8.5,8.5,11.5,11.5,5,15,60
05/10/2003,Bonvicini Evans,0,0,8.5,8.5,32,32,10,10,101
04/10/2003,Bonvicini Evans,0,0,5,5,10.5,10.5,10,85,126
03/10/2003,Bonvicini Evans,0,0,27,27,10.5,10.5,12,83,170
02/10/2003,Bonvicini Evans,0,0,16,16,7,7,8.5,53.5,108
01/10/2003,Bonvicini Evans,0,0,6.5,6.5,14,14,8,19,68
30/09/2003,Bonvicini Evans,0,0,0,0,0,0,0,0,0
29/09/2003,Bonvicini Evans,0,0,11,11,10,10,2.5,6.5,51
28/09/2003,Bonvicini Evans,0,0,5,5,10,10,23.5,23.5,77
27/09/2003,Bonvicini Evans,0,0,9.5,9.5,17,17,8,63,124
26/09/2003,Bonvicini Evans,0,0,14,14,10,10,4.5,9.5,62
25/09/2003,Bonvicini Evans,0,0,8.5,8.5,10.5,10.5,11.5,27.5,77
24/09/2003,Bonvicini Evans,0,0,6.5,6.5,7.5,7.5,6,6,40
23/09/2003,Bonvicini Evans,0,0,6,6,9,9,10,28,68
21/09/2003,Bonvicini Evans,0,0,30.5,30.5,52,52,36.5,36.5,238
20/09/2003,Bonvicini Evans,0,0,40.5,40.5,30,30,16.5,22.5,180
19/09/2003,Bonvicini Evans,0,0,4.5,4.5,6.5,6.5,16,21,59
18/09/2003,Bonvicini Evans,0,0,9,9,8.5,8.5,6,11,52
17/09/2003,Bonvicini Evans,0,0,7.5,7.5,6,6,8.5,14.5,50
16/09/2003,Bonvicini Evans,0,0,12,12,11,11,6.5,15.5,68
14/09/2003,Bonvicini Evans,0,0,14.5,14.5,28.5,28.5,14.5,14.5,115
13/09/2003,Bonvicini Evans,0,0,22,22,27,27,14,16,128
12/09/2003,Bonvicini Evans,0,0,5,5,17,17,1.5,8.5,54
29/06/2003,MFA,0,0,30,30,47,47,45,45,244
28/06/2003,MFA,0,0,49.5,49.5,10.5,10.5,26.5,51.5,198
27/06/2003,MFA,0,0,7,7,12,12,4.5,11.5,54
26/06/2003,MFA,0,0,21.5,21.5,22.5,22.5,9,34,131
25/06/2003,MFA,0,0,10,10,30,30,10,35,125
24/06/2003,MFA,0,0,17,17,36,36,14,39,159
22/06/2003,MFA,0,0,38.5,38.5,112,112,72,72,445
21/06/2003,MFA,0,0,46.5,46.5,130,130,87.5,293.5,734
20/06/2003,MFA,0,0,15.5,15.5,32.5,32.5,8.5,53.5,158
19/06/2003,MFA,0,0,4.5,4.5,3.5,3.5,3,10,29
08/06/2003,Tykka,0,0,5,5,2.5,2.5,7.5,7.5,30
07/06/2003,Tykka,0,0,7,7,5,5,8,32,64
06/06/2003,Tykka,0,0,2.5,2.5,2.5,2.5,3,31,44
05/06/2003,Tykka,0,0,8.5,8.5,2.5,2.5,3,7,32
04/06/2003,Tykka,0,0,5,5,4,4,2,4,98
03/06/2003,Tykka,0,0,4.5,4.5,5,5,2.5,4.5,26
01/06/2003,Tykka,0,0,4,4,3.5,3.5,0,0,15
31/05/2003,Tykka,0,0,4,4,3.5,3.5,2.5,20.5,38
30/05/2003,Tykka,0,0,1,1,6,6,1,8,23
29/05/2003,Tykka,0,0,7.5,7.5,2.5,2.5,1,5,26
28/05/2003,Tykka,0,0,1,1,0.5,0.5,3,7,13
27/05/2003,Tykka,0,0,2,2,0.5,0.5,1,2,8
25/05/2003,Tykka,0,0,1.5,1.5,7.5,7.5,2,2,22
24/05/2003,Tykka,0,0,6.5,6.5,5,5,12,17,52
23/05/2003,Tykka,0,0,4.5,4.5,5.5,5.5,6.5,9.5,36
22/05/2003,Tykka,0,0,6,6,1.5,1.5,2,4,#REF!
21/05/2003,Tykka,0,0,2,2,1,1,0,0,6
20/05/2003,Tykka,0,0,3.5,3.5,2.5,2.5,2,4,209
18/05/2003,Tykka,0,0,8,8,13,13,5,5,52
17/05/2003,Tykka,0,0,4,4,8.5,8.5,9.5,58.5,93
16/05/2003,Tykka,0,0,2,2,1,1,1,4,11
15/05/2003,Tykka,0,0,0,0,0,0,0,0,0
14/05/2003,Tykka,0,0,1,1,3,3,1,10,19
13/05/2003,Tykka,0,0,14,14,2,2,1.5,2.5,36
11/05/2003,Tykka,0,0,6,6,13,13,1,1,40
10/05/2003,Tykka,0,0,12,12,13,13,6.5,53.5,110
09/05/2003,Tykka,0,0,3,3,4.5,4.5,2,22,39
08/05/2003,Tykka,0,0,2.5,2.5,3,3,4,14,29
07/05/2003,Tykka,0,0,4.5,4.5,4.5,4.5,1.5,9.5,29
06/05/2003,Tykka,0,0,2.5,2.5,5,5,3.5,5.5,9
04/05/2003,Tykka,0,0,10.5,10.5,4.5,4.5,20,20,70
03/05/2003,Tykka,0,0,5,5,5.5,5.5,4.5,4.5,30
02/05/2003,Tykka,0,0,5,5,3,3,8.5,23.5,48
01/05/2003,Tykka,0,0,0,0,1.5,1.5,3.5,253.5,260
30/04/2003,Tykka,0,0,0,0,0.5,0.5,2,2,5
29/04/2003,Tykka,0,0,0,0,2.5,2.5,1.5,4.5,11
27/04/2003,Tykka,0,0,0,0,1,1,5.5,5.5,13
26/04/2003,Tykka,0,0,3.5,3.5,2,2,2,5,180
25/04/2003,Tykka,0,0,1.5,1.5,1.5,1.5,1,6,13
24/04/2003,Tykka,0,0,1,1,0,0,1.5,3.5,7
23/04/2003,Tykka,0,0,5,5,8.5,8.5,1,2,30
22/04/2003,Tykka,0,0,8.5,8.5,1.5,1.5,2.5,4.5,20
20/04/2003,Tykka,0,0,1.5,1.5,6,6,2.5,12.5,30
19/04/2003,Tykka,0,0,0,0,4,4,5,10,23
18/04/2003,Tykka,0,0,5,5,2.5,2.5,4,8,27
17/04/2003,Tykka,0,0,4.5,4.5,2.5,2.5,0,1,15
16/04/2003,Tykka,0,0,3,3,3.5,3.5,1.5,4.5,19
15/04/2003,Tykka,0,0,5,5,1.5,1.5,2.5,6.5,22
13/04/2003,Tykka,0,0,9.5,9.5,12.5,12.5,10.5,20.5,75
12/04/2003,Tykka,0,0,7,7,9.5,9.5,3.5,10.5,47
11/04/2003,Tykka,0,0,2.5,2.5,3,3,3,6,20
